CustomerID,Recency,Frequency,Monetary
17961,22,100,2995.54
12854,79,7,2994.02
15687,9,9,2993.10
16012,36,5,2989.79
15681,26,14,2989.70
12374,26,4,2989.22
18241,10,21,2986.99
15329,40,11,2984.33
14544,25,3,2982.43
17692,128,12,2975.80
16383,75,7,2974.84
16416,27,9,2972.88
13012,10,11,2972.83
13110,32,12,2957.47
16736,506,5,2956.56
12826,3,12,2955.75
12877,4,20,2955.17
13764,71,6,2953.26
14867,186,16,2952.06
13253,157,4,2951.11
15757,66,6,2940.36
17444,148,3,2940.04
17588,101,7,2939.55
15235,218,16,2937.81
14524,32,13,2933.71
12635,90,4,2930.41
15312,76,12,2930.19
15862,9,13,2928.29
13890,2,14,2927.38
12906,12,5,2919.81
16358,2,5,2919.65
15392,5,7,2911.62
13784,10,14,2910.23
12438,15,2,2906.85
13455,25,6,2905.93
14233,50,7,2904.27
16755,115,7,2900.58
14404,34,13,2899.11
17320,101,6,2895.77
15100,334,7,2894.70
17242,109,5,2889.28
13501,289,3,2885.11
16633,18,6,2883.10
14251,2,5,2879.70
12806,436,4,2878.96
18170,34,9,2878.00
14005,10,5,2874.72
15043,32,6,2873.80
16467,509,7,2869.16
14711,11,11,2868.80
16711,4,9,2868.48
16229,88,6,2867.86
16225,45,15,2867.41
15563,23,7,2867.00
16086,60,10,2864.99
14758,145,7,2864.97
16062,10,8,2863.45
12685,29,6,2863.08
14875,108,3,2862.40
16979,4,9,2859.74
14035,29,9,2856.72
13728,37,16,2855.17
16742,47,14,2852.61
12352,37,10,2849.84
14935,298,2,2849.83
16163,233,6,2849.58
13032,53,9,2843.55
12676,25,11,2843.09
16554,43,8,2841.72
13477,38,11,2834.17
17368,24,14,2826.14
14842,44,4,2824.69
16407,13,14,2821.65
15797,114,6,2821.08
13719,16,11,2815.25
15660,26,15,2812.99
17386,8,7,2812.77
16871,23,6,2812.34
14903,22,5,2810.63
13330,93,6,2806.18
16817,3,13,2804.90
17470,45,11,2804.87
14869,9,6,2804.24
13799,117,9,2803.57
13205,444,1,2803.20
16764,4,13,2799.25
15993,9,7,2797.57
17284,61,8,2793.16
12863,53,6,2792.55
15073,10,8,2788.02
15021,9,12,2783.83
17790,27,20,2783.61
14121,4,4,2780.15
16104,62,9,2778.61
17591,74,8,2776.67
16335,552,7,2774.00
17031,12,6,2773.85
12391,22,6,2773.42
13695,32,16,2770.73
17720,27,10,2768.91
18210,2,7,2768.83
14696,5,8,2767.90
15817,421,3,2766.40
13736,6,7,2766.21
17676,5,10,2765.84
13813,40,8,2765.47
17115,9,7,2761.49
17262,53,11,2757.62
17490,1,9,2750.50
14665,61,7,2749.65
12982,243,8,2744.81
17241,386,12,2744.14
12669,151,3,2744.03
15841,73,9,2742.41
16434,30,12,2741.74
14808,40,8,2741.17
14125,11,3,2740.43
18283,4,22,2736.65
15389,173,5,2733.80
15111,30,5,2730.87
12986,429,10,2729.84
13211,11,10,2729.32
12739,79,4,2726.73
16190,41,8,2723.55
15985,124,7,2715.28
16232,44,7,2712.97
16359,8,16,2697.75
18173,87,5,2696.36
12725,372,4,2694.56
17388,78,11,2691.57
12820,4,11,2689.52
15910,1,15,2681.80
14496,312,7,2668.23
16369,19,7,2664.81
13473,61,8,2657.76
15671,19,7,2657.13
15157,4,5,2654.11
14756,16,3,2653.76
14410,93,11,2651.14
17744,4,7,2649.14
12516,78,4,2648.62
13203,10,10,2648.25
16618,32,5,2647.59
13117,22,18,2643.81
13819,302,6,2642.35
13173,5,11,2639.35
15814,17,6,2634.44
12520,80,5,2634.26
16276,177,3,2629.39
14548,151,9,2627.49
13422,65,1,2626.30
13644,17,4,2624.26
12671,607,1,2622.48
12423,1,10,2622.39
14573,180,13,2621.42
15142,47,6,2619.92
14262,9,8,2618.23
17043,33,8,2616.55
14195,202,6,2615.60
15426,20,9,2615.39
14431,303,4,2614.20
13700,27,13,2613.46
14397,3,19,2612.96
14564,435,2,2605.62
16206,55,13,2602.32
17787,153,4,2601.47
17317,47,3,2600.34
15826,57,4,2598.28
12412,75,6,2596.93
14163,88,5,2594.62
14229,52,7,2594.04
14129,2,9,2591.34
14147,79,9,2590.20
15033,5,10,2586.67
15062,72,8,2585.62
17897,173,9,2585.00
12592,93,5,2582.66
13151,296,3,2580.74
16244,212,2,2579.38
16499,361,8,2578.34
16115,10,12,2575.14
17095,23,7,2572.25
14745,113,12,2571.81
17002,86,7,2571.55
13652,46,5,2570.85
15434,9,11,2567.06
13623,31,10,2566.49
15747,13,9,2562.61
13192,96,6,2558.58
17463,17,7,2557.91
16036,88,4,2556.84
13862,19,9,2556.09
15906,20,10,2555.64
17550,198,9,2547.64
18179,10,8,2547.55
13344,68,3,2543.72
17465,426,7,2542.79
14810,41,13,2537.02
16987,4,11,2535.90
16016,4,11,2533.94
13471,2,4,2531.58
16889,195,6,2530.90
14659,9,9,2529.93
14790,17,10,2526.62
17101,11,7,2507.05
15860,41,17,2505.21
12517,29,5,2502.84
12978,386,5,2502.82
16202,361,9,2501.99
17288,10,11,2499.98
14541,59,14,2499.68
17594,86,4,2497.88
15932,5,8,2495.87
13414,134,6,2494.14
16795,366,3,2492.39
15227,37,9,2488.49
15117,15,8,2485.97
14449,19,8,2482.80
16520,187,6,2482.62
13507,4,4,2479.16
13588,16,9,2478.95
17348,15,9,2476.41
13134,86,6,2475.23
14256,261,5,2473.99
13878,55,4,2473.06
13762,219,5,2472.48
14502,20,11,2470.67
17732,373,8,2470.39
12924,89,12,2469.40
14421,58,6,2469.37
17164,33,7,2467.35
15221,367,4,2465.45
17131,6,5,2463.17
16470,52,11,2458.60
17629,6,10,2455.52
17894,72,18,2453.38
12701,80,6,2446.41
13338,158,4,2445.62
18171,59,9,2437.31
15623,142,8,2437.05
16005,13,10,2436.22
17505,162,5,2435.48
13085,158,8,2433.28
13094,22,13,2433.12
16638,23,15,2430.53
15077,495,2,2428.08
13949,3,6,2427.32
17004,47,4,2425.16
12733,235,4,2424.87
17921,65,10,2423.50
15658,191,8,2423.47
15215,47,7,2422.43
15089,11,6,2420.84
15489,23,8,2419.61
16040,66,7,2416.90
12802,187,7,2416.42
13118,20,9,2415.41
14205,17,9,2414.20
12397,36,2,2409.90
16833,2,6,2409.04
17671,16,5,2403.34
15341,81,2,2402.72
15793,15,8,2399.57
12393,73,6,2399.45
14414,92,8,2399.33
16147,134,5,2398.91
16883,188,19,2396.59
16812,361,4,2392.00
15366,76,7,2389.08
17827,6,6,2388.05
14443,54,5,2386.47
16105,249,5,2386.19
17623,33,7,2383.67
17905,72,13,2383.52
16065,366,8,2382.62
14554,11,4,2381.04
17434,3,7,2373.82
17969,167,20,2369.94
13908,80,4,2369.55
15015,502,13,2365.02
14295,41,5,2362.91
17634,37,9,2361.97
16676,34,6,2361.90
13614,25,6,2359.19
16083,101,4,2351.42
15549,78,8,2345.96
16085,24,12,2343.53
12704,8,8,2340.84
17282,131,5,2339.66
12584,4,9,2338.15
16496,9,6,2330.77
17313,32,1,2328.84
13280,123,7,2322.63
17113,575,6,2322.59
14938,563,2,2322.43
13091,29,3,2321.82
13055,79,4,2321.11
16628,30,7,2318.10
12724,6,7,2317.52
12948,17,9,2317.43
14346,121,5,2315.75
14555,58,6,2315.63
17994,122,11,2313.32
13994,4,6,2313.14
14481,165,5,2311.49
17193,36,9,2310.04
13704,6,9,2308.06
15946,503,3,2304.18
13059,250,10,2303.17
18095,313,5,2303.09
17324,18,12,2301.87
16077,626,1,2300.40
16531,23,11,2298.33
13371,506,2,2297.66
12599,30,13,2296.72
16485,78,5,2294.68
12649,108,8,2294.65
14901,12,12,2289.65
17047,86,6,2289.23
17018,41,6,2287.70
12684,8,7,2283.63
18051,635,7,2282.28
13655,115,6,2280.51
14462,67,12,2270.01
13748,96,9,2268.35
15638,379,6,2265.20
16042,23,8,2265.12
15734,115,4,2263.30
16823,228,7,2260.09
13814,93,3,2257.32
17180,57,11,2256.98
14432,10,6,2255.51
16350,22,9,2253.89
13662,86,11,2250.11
17414,44,6,2249.52
15865,41,5,2248.92
14644,68,7,2247.72
18215,90,5,2247.49
16177,51,8,2247.31
12868,186,8,2247.06
16174,127,7,2246.75
13627,60,7,2245.90
13407,579,3,2244.70
17075,18,10,2241.73
15629,451,4,2240.90
16551,96,7,2237.12
16108,85,4,2235.92
16221,37,9,2235.51
16076,4,10,2234.73
14177,87,13,2229.34
17460,95,16,2228.27
14472,104,9,2228.22
13320,79,6,2228.10
12783,3,6,2225.91
13365,34,2,2225.37
14467,18,12,2220.99
15550,5,12,2218.80
14321,11,7,2218.06
18177,32,9,2216.87
17648,61,5,2216.37
13478,470,5,2215.78
14708,3,5,2212.28
15476,381,4,2209.98
14834,18,7,2206.16
13410,25,9,2201.96
14597,12,6,2201.54
14006,116,7,2196.67
16317,120,5,2192.51
15934,418,2,2190.66
14212,90,2,2190.14
17822,421,5,2188.50
15864,23,7,2180.76
12856,8,6,2179.93
13610,13,14,2175.88
15649,337,4,2170.35
12501,337,1,2169.39
13888,120,7,2169.05
14595,20,8,2164.45
15944,277,4,2164.24
13755,4,9,2161.35
14407,108,6,2157.73
16379,5,4,2157.40
13643,32,10,2156.77
13224,61,2,2155.95
18009,236,8,2155.83
16966,9,7,2154.97
18116,68,13,2154.30
16600,5,13,2153.41
16275,197,3,2151.11
18239,219,6,2150.36
14216,4,5,2150.04
16716,267,3,2149.68
17272,43,4,2148.63
16004,475,5,2146.39
13152,418,7,2146.38
16134,22,5,2145.34
12576,36,8,2142.72
13092,71,12,2140.28
14499,27,7,2138.97
12687,481,2,2138.91
17029,111,7,2137.30
17305,649,1,2135.46
12560,6,3,2134.01
16493,80,7,2132.09
13517,60,3,2128.42
14360,32,4,2128.23
14634,438,4,2124.46
16807,143,6,2123.88
16996,31,9,2123.61
14396,66,7,2121.93
15456,284,10,2119.27
14691,31,5,2114.33
14399,395,8,2113.16
14469,417,4,2112.21
16201,4,5,2112.12
16054,146,4,2111.88
16934,55,6,2110.99
12997,23,8,2110.91
13265,54,5,2107.66
15252,37,5,2103.41
14276,99,7,2102.68
15815,64,5,2100.60
12975,437,6,2100.09
16510,373,6,2100.00
17159,22,5,2099.59
12610,23,5,2099.54
17742,114,11,2098.48
13753,288,4,2094.57
13591,65,7,2093.94
17585,110,7,2093.30
14723,11,11,2093.06
14896,205,8,2092.42
16794,2,15,2090.91
16726,27,7,2088.41
15151,424,2,2085.61
15272,58,6,2085.48
17705,4,11,2083.90
17289,32,9,2079.39
18026,501,2,2074.07
17048,118,7,2071.68
17126,153,9,2070.44
16290,465,4,2069.30
15164,69,9,2068.92
14988,212,7,2066.60
12586,18,4,2062.67
13476,179,5,2061.47
18258,465,6,2059.67
14623,33,10,2059.58
17633,32,7,2057.39
12518,1,5,2056.89
16891,2,11,2056.82
15253,17,8,2055.09
14188,31,6,2054.36
16235,41,9,2053.71
16176,422,4,2052.69
17086,8,6,2050.08
13874,359,7,2049.15
13984,27,12,2048.60
16027,92,15,2048.36
14232,43,5,2048.07
17666,4,5,2047.80
13663,180,5,2047.51
14000,212,5,2046.34
15473,15,8,2046.00
16960,39,8,2043.43
12585,235,2,2040.10
15506,23,6,2040.03
16214,171,4,2038.25
16331,433,6,2037.70
14225,435,4,2037.02
13705,8,7,2035.33
14651,68,9,2034.12
17846,86,1,2033.10
13630,6,7,2031.78
17337,152,4,2027.87
15384,170,4,2027.79
12873,283,3,2027.30
13989,66,5,2026.06
14631,51,6,2025.69
15478,41,3,2024.98
17227,19,12,2022.03
12418,113,4,2021.20
13696,422,3,2020.40
12348,76,5,2019.40
16197,470,9,2016.71
17152,195,4,2016.50
16529,191,4,2012.00
13693,375,9,2011.82
16332,29,11,2010.41
15990,45,7,2010.05
15531,9,2,2007.44
14730,2,8,2005.06
14628,92,5,1998.00
16698,227,2,1998.00
14152,76,7,1997.34
18204,72,3,1993.70
15481,402,1,1993.34
14301,118,4,1992.18
13889,93,6,1991.23
17088,29,4,1991.01
13208,59,9,1988.50
17351,37,12,1988.23
17797,23,8,1985.87
14967,50,6,1982.61
15192,120,5,1981.39
13725,50,8,1980.56
12582,239,4,1980.40
17158,33,5,1980.00
15030,72,8,1979.91
15795,150,8,1979.87
17966,38,10,1974.42
14905,158,8,1971.39
17997,75,8,1970.67
12674,39,4,1970.60
16032,457,6,1970.45
14477,20,7,1969.60
13838,6,10,1966.09
15081,23,12,1965.72
16233,72,9,1965.71
12399,120,7,1962.30
15789,359,6,1962.01
18016,33,7,1960.46
17039,605,1,1954.99
17135,17,10,1954.16
14794,3,10,1953.90
17554,2,5,1952.45
13761,51,6,1952.17
15885,93,15,1951.82
16993,464,2,1950.95
16788,124,5,1950.30
14014,78,3,1948.21
15425,401,4,1944.57
14332,23,5,1943.51
15620,57,4,1942.36
13276,64,5,1939.26
12385,380,1,1938.40
16619,264,4,1938.33
14418,4,3,1937.25
15605,37,9,1936.80
15561,12,8,1934.39
12528,10,6,1933.48
12531,15,2,1933.20
16859,145,7,1932.41
16770,58,9,1932.13
15803,52,4,1929.66
17236,13,12,1929.26
13029,31,5,1927.30
14710,15,13,1922.59
14492,431,7,1921.91
16681,73,7,1921.84
18220,227,6,1921.76
16942,13,9,1920.59
12644,130,4,1918.49
12842,71,4,1917.99
16650,72,7,1916.11
16555,36,6,1915.68
16692,257,4,1914.70
16426,3,10,1908.25
12947,144,6,1908.03
17046,158,5,1906.07
17350,9,7,1906.04
13503,72,6,1905.39
17235,26,8,1904.88
14250,8,3,1904.05
14127,123,6,1900.08
16049,41,6,1899.68
12762,8,2,1898.52
14389,66,5,1898.01
14224,111,9,1897.90
14741,12,7,1897.59
17560,95,8,1895.80
14327,164,6,1894.93
17609,41,11,1894.34
15248,412,3,1893.93
15678,53,3,1893.89
16631,482,7,1892.52
15381,214,5,1890.57
17341,157,5,1889.83
17259,149,6,1889.34
14912,17,6,1889.25
13884,8,10,1888.48
16172,96,8,1884.55
14130,320,4,1882.67
16725,303,14,1882.11
14403,131,6,1880.51
16660,17,7,1879.55
18151,135,6,1879.44
15197,11,6,1877.51
13946,80,6,1876.23
13168,37,5,1875.31
12494,16,9,1872.87
16474,8,7,1871.50
14887,80,1,1862.00
14305,72,3,1858.96
17974,25,6,1858.06
16917,277,2,1857.83
16043,38,8,1856.59
12383,185,5,1850.56
12381,5,5,1845.31
12507,135,4,1844.06
18180,5,6,1843.75
12694,71,3,1843.35
12950,3,3,1843.00
15201,88,7,1842.95
17015,29,3,1842.56
16102,43,3,1842.14
14553,20,9,1841.54
16880,31,8,1840.86
14715,25,8,1840.45
17919,89,2,1840.32
15822,4,6,1840.06
14870,262,6,1838.95
13924,2,6,1838.85
16175,95,7,1836.44
16205,31,7,1830.61
15402,149,6,1830.54
16152,269,1,1829.04
15339,67,7,1827.84
16797,394,5,1827.77
16825,39,5,1826.89
18122,9,6,1826.21
17244,54,5,1826.04
17642,120,5,1824.49
16169,9,4,1822.97
14738,43,9,1821.90
13561,216,11,1820.72
17888,22,25,1820.44
17828,23,4,1820.09
16110,46,4,1819.27
16511,22,6,1819.02
15807,51,5,1817.52
15736,436,2,1815.72
16634,223,6,1814.61
15530,22,5,1813.72
14704,12,11,1813.57
14915,92,11,1811.25
15972,457,5,1810.27
16595,62,5,1810.18
14893,10,3,1809.61
15133,128,5,1806.90
15889,157,8,1806.28
18096,12,6,1805.28
12784,10,3,1804.75
18161,16,6,1803.10
16249,53,5,1800.07
15452,30,6,1799.11
16348,33,8,1798.22
17750,6,9,1797.57
18235,72,3,1796.48
18236,30,12,1795.35
17165,285,6,1794.32
14850,312,7,1794.01
13782,13,13,1793.72
17603,79,4,1793.48
13711,219,9,1792.26
13375,89,2,1792.23
12369,414,3,1791.15
15608,29,5,1785.98
16611,187,6,1785.13
15128,61,5,1783.68
14583,6,8,1781.03
16380,62,1,1780.59
18214,531,4,1780.34
15220,52,6,1778.96
12458,72,4,1777.49
12908,177,5,1776.00
12778,20,9,1775.68
13920,432,4,1774.68
16124,318,4,1772.49
15594,16,5,1771.78
16374,67,5,1771.45
17813,15,5,1770.88
14387,33,3,1770.56
14933,444,4,1770.00
13456,18,6,1766.72
16751,31,1,1764.72
13648,401,8,1764.02
13717,33,8,1763.30
15777,242,7,1762.61
16620,4,6,1758.93
14522,25,8,1758.62
16266,74,14,1757.95
12809,178,3,1755.94
17432,19,9,1751.39
13155,34,6,1750.18
16639,32,4,1747.98
14584,170,8,1747.91
13808,6,5,1747.66
15976,166,6,1746.64
17695,132,5,1746.04
14692,138,12,1745.09
14236,81,5,1744.64
17190,59,7,1743.04
12425,79,2,1741.41
17321,9,6,1741.18
16087,390,5,1739.92
13240,97,8,1738.52
13531,206,6,1738.52
14075,5,6,1734.87
17268,108,11,1733.89
13026,2,9,1733.08
14400,150,3,1732.47
16809,24,9,1727.43
15730,66,5,1726.58
14304,223,3,1725.01
16010,246,11,1724.06
13363,18,3,1723.86
17451,2,7,1721.40
16899,8,8,1721.02
16119,9,8,1720.81
15267,23,5,1717.36
14021,156,7,1716.58
17162,29,10,1715.46
14987,16,8,1713.85
14447,19,6,1711.73
13665,387,3,1711.66
16654,142,8,1711.47
12405,149,1,1710.39
15551,37,7,1710.08
13104,4,9,1709.10
17731,80,6,1708.99
15607,337,9,1708.97
15947,83,1,1708.24
12407,50,5,1708.12
13566,41,5,1708.12
16768,48,9,1708.12
16907,30,9,1707.90
16902,117,1,1706.88
13309,8,6,1706.37
16398,155,2,1705.80
14859,13,5,1705.64
17571,51,5,1703.75
16329,428,4,1703.07
12693,128,7,1703.02
15911,624,8,1702.34
13184,15,10,1701.29
15326,334,5,1700.52
12932,540,8,1698.56
17694,142,3,1695.97
12764,317,1,1693.88
14245,220,2,1693.45
16813,9,10,1692.98
14829,30,7,1692.84
14078,102,9,1692.63
16671,29,3,1692.27
13294,190,3,1689.53
12813,502,3,1687.80
12933,25,8,1687.03
15996,89,7,1686.90
17041,27,6,1686.28
12775,18,7,1686.12
13516,22,4,1685.26
15987,13,8,1682.13
15732,213,10,1682.07
13064,13,6,1680.74
12911,552,1,1680.47
14643,171,5,1679.89
13800,310,3,1679.56
13649,257,6,1678.88
12870,376,3,1676.95
14831,681,3,1676.57
13149,15,4,1676.06
17656,74,5,1674.69
13587,64,4,1673.50
13308,23,4,1670.37
13417,5,6,1669.49
17534,54,5,1668.83
13434,75,5,1666.86
12912,3,5,1662.30
15214,2,8,1661.44
15167,321,5,1659.67
18276,44,6,1656.52
16625,275,5,1654.03
12577,36,8,1653.75
18022,36,5,1651.79
18085,331,4,1645.75
12657,12,4,1643.18
15013,488,10,1641.30
14904,3,4,1640.64
13506,317,5,1639.20
14420,100,4,1639.17
13554,381,7,1638.28
12847,23,2,1636.90
17006,5,8,1636.32
17951,40,4,1636.08
12398,46,1,1635.66
15310,479,1,1634.64
18062,174,6,1632.67
14164,71,2,1631.77
18136,64,5,1631.36
16256,267,3,1629.37
14759,5,3,1625.97
13154,400,3,1624.84
18149,51,7,1624.71
15172,9,5,1624.05
17764,51,5,1623.64
14937,57,3,1621.88
17867,31,15,1621.28
14178,9,7,1620.93
12379,82,4,1620.22
14695,520,3,1620.07
15422,324,7,1619.97
16801,164,4,1619.73
17515,32,9,1617.46
17814,376,2,1617.32
16224,58,5,1616.54
16461,178,3,1615.22
14336,17,4,1614.91
16860,453,3,1610.62
13900,184,6,1610.59
13249,93,9,1608.93
17886,32,6,1608.38
17853,408,3,1608.19
14920,213,3,1607.17
17222,66,6,1605.01
17345,16,10,1604.68
14719,2,5,1602.13
15325,104,8,1602.01
14587,19,9,1601.14
14885,132,3,1598.12
13740,241,5,1597.77
12514,268,2,1597.76
15134,15,10,1596.29
13850,130,1,1595.48
13239,262,5,1594.69
16774,68,8,1594.45
17028,582,3,1593.83
17837,43,8,1593.38
15289,30,5,1593.09
13752,125,7,1590.73
17540,25,6,1590.60
16092,115,6,1587.94
13156,386,3,1586.54
16096,265,4,1584.97
15279,355,5,1580.54
13202,395,7,1580.30
12607,61,1,1579.51
17649,139,3,1578.89
13186,40,3,1575.89
12549,576,6,1575.68
13337,547,1,1575.26
14489,208,4,1574.93
16099,51,7,1573.20
15466,86,4,1571.01
14136,401,5,1570.81
14198,19,9,1569.73
13539,86,7,1569.36
17624,15,4,1568.63
15074,106,3,1566.33
17977,30,2,1565.63
17323,16,12,1565.59
18036,33,11,1563.64
17851,423,6,1563.34
13939,24,7,1560.96
12629,386,2,1558.22
16140,66,3,1557.60
13042,599,3,1556.54
16394,57,5,1555.34
15149,134,5,1554.61
16017,48,5,1553.83
13360,432,4,1553.65
13377,397,2,1552.88
14186,428,5,1550.63
14754,45,6,1550.48
12926,412,4,1548.46
16366,19,4,1548.13
17454,193,10,1547.94
16790,4,6,1545.62
16915,10,11,1543.18
15701,3,4,1542.14
13783,488,4,1542.09
18252,51,7,1542.09
12818,262,1,1542.08
13310,29,5,1541.20
13579,15,5,1539.04
16835,129,6,1538.41
15798,493,3,1535.37
13402,128,4,1535.13
16491,47,2,1533.16
14567,57,2,1530.36
16714,219,4,1529.80
17610,541,5,1529.49
14068,321,4,1528.37
17990,237,6,1527.61
16340,108,3,1526.06
12970,8,10,1524.97
15587,51,7,1522.08
16066,17,5,1521.87
14055,107,3,1520.96
15574,178,6,1518.70
14264,155,6,1517.36
14267,163,3,1516.24
13791,128,2,1516.00
14220,248,4,1515.00
14682,188,6,1514.81
17025,61,5,1510.64
16910,5,8,1510.06
13370,372,1,1509.74
16037,270,5,1509.34
15948,9,3,1509.09
18074,374,2,1509.04
13158,95,5,1508.18
15261,136,4,1508.00
17179,179,6,1507.26
15110,24,6,1505.85
16450,150,3,1505.73
14802,439,2,1502.98
17290,4,8,1501.44
16762,20,3,1501.38
13810,29,3,1499.01
15590,383,5,1496.60
15882,199,8,1495.98
15173,381,7,1494.60
14894,86,3,1492.81
16239,57,6,1492.20
16314,390,3,1491.40
18268,135,6,1490.23
16419,113,8,1487.42
14609,73,10,1486.20
15427,34,3,1483.14
15630,46,3,1481.40
17590,3,3,1479.22
15101,9,6,1477.94
16121,58,5,1477.09
14246,111,3,1474.06
16980,256,3,1473.33
14684,26,6,1468.55
13138,23,7,1467.24
13500,24,4,1466.30
18196,96,4,1464.31
12882,10,2,1463.04
16586,249,3,1462.78
17978,366,4,1461.76
18106,330,6,1461.46
14657,18,6,1460.87
15071,94,4,1455.56
16569,4,5,1455.23
14487,27,7,1453.61
13165,47,3,1451.16
17582,237,5,1450.70
13361,473,2,1450.50
15876,410,2,1449.14
13023,65,3,1449.03
16906,82,7,1448.80
17545,44,6,1448.54
15076,173,3,1447.74
14591,16,4,1447.14
17073,18,4,1446.09
13583,156,2,1445.03
15636,90,4,1444.58
17175,45,4,1443.69
17734,54,6,1442.32
18066,76,3,1440.40
13543,635,2,1439.61
14071,4,8,1438.82
13159,9,4,1437.85
16088,576,2,1437.43
16727,365,4,1437.42
13278,41,4,1435.85
12805,382,4,1434.95
13259,62,9,1433.38
12389,403,3,1433.33
17941,131,4,1433.28
17950,73,7,1432.81
13475,192,4,1431.78
15468,52,3,1430.48
18071,258,6,1428.63
14412,43,3,1426.19
17411,13,5,1425.38
18221,23,6,1424.94
15799,76,4,1424.29
13145,40,7,1423.52
17438,254,5,1422.77
15106,18,5,1422.52
16463,22,4,1422.40
14019,47,3,1421.61
16926,372,5,1421.35
15652,92,5,1420.34
14775,59,3,1418.46
16173,16,6,1418.32
15444,10,2,1418.26
17856,2,4,1418.03
15223,226,5,1417.95
14662,29,7,1416.33
16245,24,3,1413.66
17496,359,4,1412.89
17878,44,3,1412.33
15237,2,4,1412.32
16848,53,4,1411.62
17908,374,5,1411.54
13821,145,6,1410.73
17714,321,5,1410.18
16854,418,2,1408.96
13049,65,4,1408.24
14083,5,11,1407.26
12695,8,7,1407.12
14909,438,3,1404.68
12765,473,6,1404.58
18189,78,3,1403.73
15186,15,5,1403.20
14687,107,3,1402.06
18202,200,3,1396.99
16129,408,3,1396.05
16300,431,3,1392.43
15322,86,2,1390.86
15141,458,7,1388.47
15154,76,3,1388.41
15453,2,7,1388.37
12952,6,4,1387.79
13382,281,5,1387.58
16167,415,5,1386.12
14899,396,1,1384.88
18167,24,3,1384.86
13572,206,1,1384.25
14116,20,5,1382.74
16389,54,4,1382.07
15580,377,8,1381.19
14861,53,10,1380.73
15751,461,11,1380.44
13074,512,4,1378.74
12886,68,2,1378.40
14853,25,5,1376.87
17150,377,6,1375.65
16669,24,3,1374.87
14577,13,7,1374.25
14265,110,4,1373.35
14434,22,6,1372.80
14538,65,5,1370.84
14316,423,5,1370.34
12533,628,2,1367.89
13035,74,3,1364.20
14114,274,7,1364.09
13760,55,5,1363.64
15347,367,4,1363.60
16367,38,3,1362.40
17796,41,7,1361.99
16588,387,4,1361.28
13396,30,2,1360.99
13919,60,4,1360.68
14102,6,5,1360.28
16384,90,4,1358.95
15411,27,4,1358.88
13232,13,7,1357.60
17429,129,5,1357.46
12875,144,5,1356.99
17054,29,5,1356.33
14550,11,4,1353.31
15116,18,4,1352.75
12591,318,3,1352.15
16079,17,3,1352.00
14847,149,3,1348.95
12646,5,2,1346.97
14320,207,5,1346.75
13639,75,2,1346.27
15398,17,2,1345.53
16222,319,2,1345.22
12426,195,2,1345.21
12463,54,4,1344.78
14618,10,7,1342.32
13743,3,7,1341.60
17499,290,2,1341.39
17097,3,9,1340.45
12620,15,3,1339.41
12711,612,2,1339.05
13803,256,3,1338.91
13220,79,5,1336.09
12919,9,6,1335.19
17033,87,4,1332.79
17932,30,3,1331.57
15774,69,6,1329.94
16372,34,5,1328.61
16295,10,4,1328.55
14712,30,4,1328.07
15146,165,2,1327.16
17027,79,9,1327.11
14956,422,1,1325.00
16894,503,3,1324.06
12960,414,4,1322.07
16370,83,4,1320.56
13497,283,6,1320.33
12526,1,3,1316.66
15471,3,3,1316.56
14921,31,2,1316.07
14725,25,4,1315.24
14511,12,5,1314.81
16464,20,3,1314.68
14973,108,3,1314.45
16296,627,4,1313.67
13282,19,4,1313.19
12364,8,4,1313.10
12639,239,3,1312.37
16756,215,7,1312.37
12987,74,5,1312.21
14856,37,3,1311.38
13855,501,4,1310.34
15038,59,9,1309.86
16955,185,6,1309.41
12717,152,3,1308.91
13328,317,1,1308.48
16377,268,2,1308.48
13846,25,4,1307.79
16777,81,5,1307.76
16282,340,3,1307.58
15677,50,3,1305.63
14297,18,4,1305.33
16744,12,7,1304.76
15813,208,2,1303.91
15579,69,5,1302.50
15400,93,8,1302.30
16574,72,3,1301.78
16723,92,4,1301.63
15108,142,4,1300.25
14284,31,3,1299.65
14480,12,4,1299.52
16943,212,5,1299.49
14479,254,4,1299.11
12488,10,3,1298.66
12372,72,3,1298.04
14167,40,8,1296.49
18286,477,2,1296.43
15525,3,4,1295.70
17109,30,8,1295.46
16929,4,7,1295.39
13440,424,7,1295.25
16212,20,4,1293.71
15621,5,4,1293.03
14619,246,2,1291.24
15171,332,1,1289.50
14679,382,3,1289.44
16608,454,2,1288.72
15136,3,4,1286.70
14821,367,7,1286.45
16949,4,6,1286.27
13300,170,3,1285.51
17034,17,5,1283.92
17142,240,4,1283.75
13443,449,6,1280.16
17862,324,4,1279.09
13617,41,8,1278.75
14474,47,2,1278.08
17521,30,5,1278.06
13243,204,5,1278.04
16951,135,3,1277.75
15584,24,6,1277.50
15211,61,2,1277.48
17759,18,5,1276.91
18035,36,5,1276.74
14478,383,4,1276.66
13916,464,4,1275.81
14820,22,9,1274.76
15809,37,7,1274.44
14490,407,2,1273.47
17132,453,2,1272.80
17478,409,2,1272.80
12394,64,2,1272.48
16527,82,2,1272.44
14984,20,6,1271.41
12630,10,2,1270.88
13492,137,3,1269.84
15439,405,4,1269.05
14379,45,4,1268.91
13892,27,6,1267.65
17037,88,1,1267.32
17531,191,3,1266.82
13515,73,6,1265.82
